,dir_img,category,category_num,x0,y0,x1,y1,floral,graphic,striped,embroidered,pleated,solid,lattice,long_sleeve,short_sleeve,sleeveless,maxi_length,mini_length,no_dress,crew_neckline,v_neckline,square_neckline,no_neckline,denim,chiffon,cotton,leather,faux,knit,tight,loose,conventional
61,Mesh_Maxi_Dress_img_00000046.jpg,Dress,40,77,19,141,300,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
62,Classic_Denim_Blazer_img_00000075.jpg,Blazer,1,33,78,184,262,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
63,Drawstring_Cuffed_Shorts_img_00000012.jpg,Shorts,31,40,1,192,201,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
64,Crochet-Trimmed_Gauze_Maxi_Dress_img_00000007.jpg,Dress,40,46,32,171,300,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
65,Paisley_Cami_Maxi_Dress_img_00000004.jpg,Dress,40,74,32,169,275,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
66,Floral_Cami_Dress_img_00000071.jpg,Dress,40,37,63,175,300,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
67,Good_Girls_Muscle_Tee_img_00000048.jpg,Tee,17,78,43,151,153,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
68,Slub_Knit_Henley_img_00000021.jpg,Henley,8,32,79,184,292,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
69,Classic_Slub_Knit_Top_img_00000001.jpg,Top,18,21,66,200,300,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
70,Double-Breasted_Blazer_img_00000111.jpg,Blazer,1,51,65,142,165,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
71,Crochet_Lace_Midi_Skirt_img_00000061.jpg,Skirt,32,46,1,176,207,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
72,Scalloped_Halter_Dress_img_00000022.jpg,Dress,40,75,22,135,300,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
73,Drawstring_Waist_Maxi_Dress_img_00000009.jpg,Dress,40,89,35,205,300,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
74,French_Terry_Shorts_img_00000049.jpg,Shorts,31,1,31,199,187,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
75,Heathered_Fleece-Lined_Cardigan_img_00000032.jpg,Cardigan,5,1,76,204,254,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
76,Boxy_Scoop_Neck_Tee_img_00000066.jpg,Tee,17,18,92,192,274,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
77,Control_Sector_Drawstring_Harem_Joggers_img_00000041.jpg,Joggers,28,43,24,173,272,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
78,Quilted_Open-Front_Blazer_img_00000108.jpg,Blazer,1,18,73,157,283,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
79,Boxy_Buttoned_Blazer_img_00000094.jpg,Blazer,1,68,58,142,178,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
80,Semi-Sheer_Curved_Hem_Dress_img_00000028.jpg,Dress,40,35,48,193,300,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
81,Daring_Mesh_Panel_Skater_Dress_img_00000045.jpg,Dress,40,19,65,219,288,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
82,Heathered_Knit_Pencil_Skirt_img_00000018.jpg,Skirt,32,70,101,140,232,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
83,Acid_Wash_-_Skinny_Jeans_img_00000045.jpg,Jeans,25,70,1,200,300,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
84,Hooded_Henley_Sweater_img_00000035.jpg,Sweater,15,41,86,209,300,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
85,Textured_Stripe_Smocked_Dress_img_00000065.jpg,Dress,40,34,24,162,287,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
86,Floral_Foliage_Peasant_Dress_img_00000004.jpg,Dress,40,31,54,234,300,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
87,Diamond_Print_Joggers_img_00000017.jpg,Joggers,28,54,1,157,300,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
88,Strapless_Pleated_Chiffon_Dress_img_00000079.jpg,Dress,40,98,62,211,295,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
89,Embroidered_Floral_Shorts_img_00000011.jpg,Shorts,31,83,168,143,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
90,High-Slit_Plaid_Shirt_Dress_img_00000013.jpg,Dress,40,64,40,167,203,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
91,Essential_Raglan_Tee_img_00000043.jpg,Tee,17,7,64,213,282,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
92,Classic_Boy_Shorts_img_00000014.jpg,Shorts,31,1,82,243,141,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
93,Button-Front_Drawstring_Romper_img_00000004.jpg,Romper,47,38,62,163,246,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
94,Floral_Print_Strappy_Dress_img_00000009.jpg,Dress,40,50,64,210,293,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
95,Lace_Overlay_Dress_img_00000007.jpg,Dress,40,88,93,238,292,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
96,Boxy_Soft-Knit_Sweater_img_00000031.jpg,Sweater,15,33,76,178,269,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
97,Abstract_Print_Workout_Leggings_img_00000024.jpg,Leggings,29,51,1,171,275,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
98,Textured_Midi_Skirt_img_00000002.jpg,Skirt,32,66,103,139,213,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
99,Ribbed_Knit_Cami_Dress_img_00000011.jpg,Dress,40,43,49,170,288,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
100,Floral_Tapestry_Shorts_img_00000034.jpg,Shorts,31,19,151,185,280,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
101,Rolled-Up_Distressed_Shorts_img_00000002.jpg,Shorts,31,1,1,300,300,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
102,Classic_Raglan_Tee_img_00000070.jpg,Tee,17,3,1,234,293,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
103,Classic_Two-Button_Blazer_img_00000109.jpg,Blazer,1,83,46,237,292,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
104,Pocketed_Leggings_img_00000014.jpg,Leggings,29,77,101,121,286,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
105,Leopard_Print_Bodycon_Dress_img_00000049.jpg,Dress,40,45,54,179,288,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
106,Micro-Striped_Trouser_Shorts_img_00000039.jpg,Shorts,31,45,2,166,101,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
107,Oversized_Loose-Knit_Cardigan_img_00000015.jpg,Cardigan,5,32,102,198,262,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
108,Slub_Knit_Cardigan_img_00000037.jpg,Cardigan,5,1,60,191,300,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
109,Oil_Slick_Workout_Leggings_img_00000031.jpg,Leggings,29,60,18,175,246,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
110,Fuzzy_Plaid_Cardigan_img_00000051.jpg,Cardigan,5,29,84,157,288,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
111,Floral_Stripe_Print_Tank_img_00000002.jpg,Tank,16,115,68,199,233,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
112,Strapless_Woven_Romper_img_00000016.jpg,Romper,47,15,85,201,280,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
113,Lace_Panel_Pintucked_Blouse_img_00000037.jpg,Blouse,2,77,42,163,143,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
114,Boyfriend_Graphic_Tee_img_00000009.jpg,Tee,17,35,91,171,270,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
115,Heathered_Fleece-Lined_Cardigan_img_00000020.jpg,Cardigan,5,40,78,174,267,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
116,Striped_Ringer_Tee_img_00000012.jpg,Tee,17,72,90,192,202,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
117,Heathered_Knit_Midi_Dress_img_00000015.jpg,Dress,40,43,47,152,300,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
118,Wild_MTV_Tee_img_00000001.jpg,Tee,17,35,86,185,224,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
119,Metallic_Knit_Tee_img_00000013.jpg,Tee,17,40,49,148,157,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
120,Faux_Leather_Grid_Shorts_img_00000049.jpg,Shorts,31,92,98,190,223,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
121,Collarless_Woven_Blazer_img_00000060.jpg,Blazer,1,43,68,195,257,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
122,Floral_Lace_Skater_Dress_img_00000045.jpg,Dress,40,1,1,221,300,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
123,Crochet_Sheath_Dress_img_00000048.jpg,Dress,40,60,53,190,300,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
124,Faux_Shearling_Hooded_Parka_img_00000066.jpg,Parka,12,35,66,151,245,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
125,Cutout_Lace_Cami_Dress_img_00000049.jpg,Dress,40,82,38,147,225,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
126,Crochet_Cutout_Fringe_Tank_img_00000013.jpg,Tank,16,34,76,155,250,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
127,Striped_Cutout-Back_Dress_img_00000065.jpg,Dress,40,40,33,140,268,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
128,Boxy_Pintucked_Top_img_00000010.jpg,Top,18,25,83,168,246,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
129,Striped_Pencil_Skirt_img_00000023.jpg,Skirt,32,62,101,128,203,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
130,Mid-Rise_-_Acid_Wash_Jeggings_img_00000028.jpg,Jeggings,26,65,1,139,287,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
131,Buttoned_Floral_Maxi_Dress_img_00000011.jpg,Dress,40,84,109,112,248,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
132,Houndstooth_Drawstring_Joggers_img_00000007.jpg,Joggers,28,81,104,160,290,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
133,Surplice_Woven_Jumpsuit_img_00000028.jpg,Jumpsuit,41,66,30,181,300,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
134,Bodycon_Faux_Wrap_Dress_img_00000072.jpg,Dress,40,34,53,179,300,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
135,Low-Rise_-_Distressed_Skinny_Jeans_img_00000075.jpg,Jeans,25,73,10,188,289,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
136,V-Cut_Back_Dress_img_00000043.jpg,Dress,40,103,53,206,272,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
137,The_Beatles_Graphic_Tee_img_00000015.jpg,Tee,17,1,1,254,300,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
138,Classic_Hooded_Duffle_Coat_img_00000030.jpg,Coat,38,68,54,231,300,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
139,Tailored_Woven_Blazer_img_00000112.jpg,Blazer,1,50,53,184,269,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
140,V-Neck_Striped_Dress_img_00000013.jpg,Dress,40,77,22,177,300,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
141,Boxy_Rose_Print_Tee_img_00000020.jpg,Tee,17,49,79,192,254,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
142,Damask_Patterned_Mini_Dress_img_00000008.jpg,Dress,40,17,61,180,291,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
143,Tie-Dye_Midi_Dress_img_00000038.jpg,Dress,40,37,1,121,226,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
